class_x,1161,1236,1760,4891,5257,28211,28216,28221,28883,29547,52604,84998,91061,117743,117747,119089,147541,147545,147550,155619,162481,162484,186801,188787,188961,200643,204432,564886,768503,909932,1485168,1538075,1737404,1807140,1853228
1161,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,,1311.0,5.966823459805498,,,8.359613343665602,42.747577429131724,,0.25435453746398684,,,,,,,,,,,0.06733415852687692,,,,,0.17493353030274236,,,,,,,,,0.4378251265717842,
1760,,2.7293354336865683,1205.0,,,40.907753052568104,2.588357754016745,,,,,,,,,,,,,,,,,,,,,,,,,0.916024292857407,,,
4891,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5257,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28211,,8.09588233362788,99.12696632517722,,,904.0,12.5035138934941,,0.01896399497458516,,,,,,,,,,,0.0281190927006488,,3.4356581391697745,,,0.8130779713039602,,,,,,13.760411842629496,,,,
28216,,82.6348395974299,8.031172155161936,,,24.100708166487998,5850.0,,,,,,,,,,,,,13.037383229554683,,,,,,,,,,,,,,0.4780952233080381,
28221,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
28883,,0.7266814675614279,,,,0.7266814675614279,,,3.0,,,,0.9122238490947016,,,,,,,,,,,,,,,,,,,,,,
29547,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
52604,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
84998,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
91061,,,,,,,,,0.08777615090529838,,,,99.0,,,0.9680582172414806,,,,,,,0.6019154054378024,,,,,,,,,,,,
117743,,,,,,,,,,,,,,99.0,,,,,,,,,,,,0.9676963543617622,,,,,,,,,
117747,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
119089,,,,,,,,,,,,,0.03194178275851933,,,4.0,,,,,,,,,,,,,,,,,,,
147541,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,
147545,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,
147550,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
155619,,0.013478786814402578,,,,0.013478786814402578,0.8671635192177901,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,
162481,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
162484,,,,,,0.33726096665604555,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.6167253579213507,,,,
186801,,,,,,,,,,,,,0.39808459456219764,,,,,,,,,,55.0,,,,,,,,,,1.6806157158111878,,
188787,,,,,,,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,,,
188961,,0.011988498393297391,,,,0.011988498393297391,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
200643,,,,,,,,,,,,,,0.010718286356941999,,,,,,,,,,,,172.0,,,,,,,,,
204432,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
564886,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
768503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
909932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
1485168,,,,,,0.9715657715069651,,,,,,,,,,,,,,,,0.8777003801612537,,,,,,,,,5.0,,,,
1538075,,,0.08099611584890182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,
1737404,,,,,,,,,,,,,,,,,,,,,,,2.317284289394031,,,,,,,,,,15.0,,
1807140,,0.08407965012017757,,,,,0.08407965012017757,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,
1853228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
